"","claim_number","age_of_driver","gender","marital_status","safty_rating","annual_income","high_education_ind","address_change_ind","living_status","zip_code","claim_date","claim_day_of_week","accident_site","past_num_of_claims","witness_present_ind","liab_prct","channel","policy_report_filed_ind","claim_est_payout","age_of_vehicle","vehicle_category","vehicle_price","vehicle_color","vehicle_weight","fraud"
"7159",29617,53,"F",1,72,11.3911419380084,1,1,"Own",85055,"4/24/2016","Sunday","Highway",7,0,100,"Broker",1,0,10,"Medium",9.61587214452889,"red",10.0558000724106,0
"16926",10,40,"M",1,79,10.9446825703343,1,1,"Own",80016,"1/7/2016","Thursday","Local",1,0,95,"Online",1,8.37541301377373,3,"Medium",11.2647865304477,"other",10.435492217083,0
"13235",28691,47,"F",1,50,11.6562029596739,1,1,"Own",80012,"4/13/2015","Monday","Local",5,0,1,"Broker",1,0,1,"Compact",10.4079590011624,"blue",9.09360234093723,0
"17814",3557,48,"F",1,86,11.525920660465,1,1,"Own",50057,"4/5/2016","Tuesday","Local",0,1,16,"Phone",1,8.32104447858425,1,"Large",9.61587214452889,"silver",9.30967561578555,0
"4459",16077,49,"F",1,78,11.3767505814003,1,0,"Own",85075,"7/31/2015","Friday","Highway",23,1,29,"Phone",1,0,1,"Compact",9.61587214452889,"white",9.99543000381237,0
"14163",1959,45,"F",1,84,11.6321474648209,1,1,"Own",80012,"2/8/2016","Monday","Local",0,0,66,"Broker",1,0,1,"Compact",10.0394377580316,"silver",9.55056662915088,0
"1801",18956,34,"F",1,80,11.3509358071482,1,0,"Own",80014,"8/21/2015","Friday","Local",12,1,51,"Phone",0,8.52043592805808,1,"Large",11.0397912470289,"blue",8.25606413923984,0
"6185",3938,34,"F",0,74,11.6334248081208,1,1,"Own",15009,"2/3/2015","Tuesday","Local",0,0,72,"Broker",1,7.27880146021984,2,"Medium",11.1508828093725,"black",10.1830649466298,0
"17663",22300,47,"M",1,77,11.7337783948131,1,1,"Own",80101,"5/25/2016","Wednesday","Local",3,1,68,"Broker",1,0,2,"Large",9.9932823439688,"other",9.53348781799654,0
"9543",20461,51,"F",0,62,11.6371146043249,1,1,"Own",15022,"12/6/2015","Sunday","Highway",0,0,21,"Broker",0,0,1,"Compact",9.61587214452889,"white",10.0729829290123,0
"135",18511,26,"F",0,45,11.7177991337347,1,0,"Rent",15026,"6/19/2015","Friday","Local",0,0,25,"Online",0,7.11253932120401,3,"Medium",9.61587214452889,"red",10.1795648391786,0
"16955",7484,52,"F",1,97,10.3877022248758,0,0,"Own",20141,"6/30/2015","Tuesday","Highway",0,0,5,"Broker",1,0,1,"Compact",9.61587214452889,"other",10.545135548304,0
"6762",10584,53,"F",1,93,11.4584164794698,1,1,"Own",80006,"10/12/2016","Wednesday","Highway",1,1,100,"Broker",0,8.69577777441328,5,"Large",9.61587214452889,"red",10.7506137003244,0
"8147",15993,34,"F",1,78,11.1338442214061,1,1,"Own",20140,"11/30/2015","Monday","Local",0,1,36,"Broker",0,8.26930090093659,1,"Compact",10.7683054950909,"black",9.73004228685278,0
"5783",10896,43,"F",0,88,11.6245026172384,1,0,"Rent",80047,"6/20/2016","Monday","Local",9,0,32,"Broker",0,9.40941251771099,5,"Large",9.61587214452889,"black",9.68564444029282,0
"4999",643,21,"M",1,83,10.9087776839729,1,0,"Rent",80023,"9/17/2016","Saturday","Highway",0,1,99,"Online",1,0,1,"Compact",11.05569851615,"other",10.1528015764528,0
"17597",13878,35,"M",0,80,11.6773800199358,0,1,"Own",20147,"4/3/2016","Sunday","Parking Lot",0,0,63,"Phone",1,8.83174112300258,1,"Large",9.67882397843488,"red",9.0571440540507,0
"6828",16912,43,"M",1,68,10.487182524535,1,0,"Rent",15020,"10/24/2015","Saturday","Parking Lot",10,1,57,"Broker",0,0,3,"Large",10.8780789744895,"gray",10.5800019340767,0
"1783",20413,57,"F",0,92,10.3288206452818,1,1,"Own",80001,"7/13/2016","Wednesday","Parking Lot",3,1,93,"Phone",1,0,1,"Large",9.61587214452889,"white",9.89337401367526,0
"7765",13086,39,"M",1,77,11.5156517452885,1,0,"Own",85005,"1/3/2015","Saturday","Local",9,0,27,"Phone",1,9.07818973994857,1,"Large",11.1636226501983,"silver",9.23597702369941,0
"10286",2602,38,"F",1,94,11.2852717581781,1,0,"Rent",20135,"9/21/2016","Wednesday","Parking Lot",0,1,7,"Phone",1,0,1,"Medium",10.9705825423534,"black",10.0977286044789,0
"216",15953,47,"M",0,64,11.2926652528355,1,1,"Own",80011,"12/2/2015","Wednesday","Local",0,1,93,"Phone",1,0,1,"Compact",9.61587214452889,"other",9.24386283280601,0
"5835",14883,23,"M",1,85,11.1928717044871,1,0,"Rent",15018,"8/14/2015","Friday","Parking Lot",0,0,7,"Online",1,7.68779549619644,1,"Large",11.0000141583606,"black",10.2528316699066,0
"2886",15869,40,"M",1,73,10.5319361991571,0,1,"Rent",80046,"1/5/2015","Monday","Highway",0,0,79,"Broker",1,0,1,"Medium",11.0036175022439,"black",10.9711782502044,0
"17558",26371,40,"M",1,52,10.9956289500739,1,1,"Own",80042,"8/27/2016","Saturday","Local",10,0,4,"Broker",0,8.77226167551482,10,"Medium",9.61587214452889,"blue",10.5738066268205,0
"2818",9,56,"M",1,63,11.0380781238695,1,1,"Own",85068,"1/2/2015","Friday","Highway",0,1,50,"Broker",1,0,1,"Large",9.94817281149594,"other",9.672585780152,0
"8043",10893,49,"M",0,76,11.4637772367035,1,1,"Own",85004,"8/11/2015","Tuesday","Highway",2,0,86,"Broker",1,0,3,"Compact",9.61587214452889,"black",9.96314883708041,0
"11015",17849,40,"F",1,59,11.7193866359507,1,0,"Rent",85016,"3/20/2015","Friday","Highway",9,0,49,"Phone",0,7.80124400993285,1,"Compact",11.1776485875462,"red",9.87216184087911,0
"15260",3174,42,"M",1,75,10.3241039644116,0,1,"Own",80002,"5/6/2016","Friday","Highway",17,0,33,"Broker",1,0,1,"Large",9.61587214452889,"silver",10.5065279794582,0
"384",18971,48,"M",0,90,11.0937670297301,1,0,"Rent",50057,"10/6/2016","Thursday","Parking Lot",3,0,31,"Phone",1,0,1,"Compact",9.93790875960903,"other",10.753778681479,0
"3120",14703,39,"F",1,78,11.5137451289539,0,1,"Rent",85077,"12/2/2016","Friday","Parking Lot",0,0,58,"Phone",1,0,3,"Compact",9.61587214452889,"red",10.2796559174423,0
"17523",16372,46,"M",0,61,10.5779614678305,0,0,"Own",20165,"3/5/2015","Thursday","Local",0,0,12,"Phone",1,0,1,"Medium",9.95221116602997,"black",10.7796297060112,0
"7751",18977,34,"M",1,93,10.7542793021776,1,1,"Own",15012,"2/1/2016","Monday","Local",0,0,57,"Broker",1,9.45449679833339,1,"Large",11.1082951217907,"blue",9.00409045820212,0
"11517",809,47,"F",1,52,10.6524005110019,0,1,"Own",80021,"4/9/2015","Thursday","Highway",0,0,3,"Broker",1,9.29359913336978,13,"Medium",10.1920912298029,"black",10.8470426597674,0
"12248",920,48,"M",0,74,10.6083409472261,1,1,"Rent",15003,"9/13/2015","Sunday","Parking Lot",0,1,89,"Broker",0,7.99108471078573,1,"Large",10.1479673964037,"silver",9.73299086874089,0
"12155",19174,34,"F",1,85,11.4367569097342,1,1,"Own",50026,"6/19/2015","Friday","Parking Lot",0,0,100,"Phone",1,8.06433139779613,11,"Medium",9.61587214452889,"gray",9.28563624600929,0
"5370",28551,38,"F",0,80,11.2970678069568,1,0,"Own",50021,"7/9/2015","Thursday","Parking Lot",9,0,77,"Broker",0,8.03248680440469,7,"Compact",11.1152002554802,"gray",10.0290536097505,0
"3842",13339,27,"F",1,76,11.6946385033211,1,0,"Rent",20158,"1/15/2016","Friday","Parking Lot",0,0,41,"Broker",1,8.80130991556062,1,"Medium",10.8146904265335,"gray",10.1380883170037,0
"104",21431,40,"F",1,87,11.5248639172096,0,1,"Own",80022,"8/27/2015","Thursday","Local",1,1,97,"Phone",0,0,1,"Large",9.61587214452889,"silver",9.57364927784913,0
"13661",12870,47,"F",1,67,11.489329251115,1,1,"Own",50021,"10/15/2016","Saturday","Local",0,1,1,"Online",1,9.04657596130628,1,"Medium",9.61587214452889,"white",9.66645472334882,0
"9216",3008,42,"M",1,66,11.1366307341618,1,0,"Own",85029,"6/16/2015","Tuesday","Parking Lot",0,0,67,"Broker",1,0,5,"Compact",10.6108299909625,"blue",8.99105967584591,0
"3579",28394,54,"F",1,67,10.4174781624453,0,1,"Own",15034,"9/21/2016","Wednesday","Local",2,0,96,"Broker",0,0,6,"Medium",9.61587214452889,"white",9.70895217275238,0
"13833",17859,68,"F",1,88,11.635081148873,1,0,"Own",20155,"5/16/2015","Saturday","Highway",0,0,29,"Broker",1,0,1,"Large",9.61587214452889,"black",10.0777119968481,0
"15308",28594,30,"F",0,76,10.3884721545423,0,0,"Own",20119,"5/9/2015","Saturday","Parking Lot",0,1,0,"Broker",1,8.2417057940783,8,"Large",10.5715468686104,"gray",9.12723473343206,0
"2068",7926,44,"F",1,89,11.3275953871118,1,0,"Own",20163,"6/24/2015","Wednesday","Local",0,1,95,"Broker",1,5.94056591167445,1,"Compact",9.61587214452889,"other",9.57576167366939,0
"16989",21733,37,"F",1,72,11.6349749419642,0,0,"Own",50021,"9/1/2015","Tuesday","Local",16,0,98,"Phone",1,8.14468208620117,1,"Large",10.1239252263588,"blue",9.55493812272669,0
"8210",1765,40,"F",1,93,10.8721240247822,1,1,"Own",15022,"3/29/2016","Tuesday","Local",5,1,32,"Broker",1,9.00345764395306,1,"Compact",10.1594512621256,"black",10.3471984118176,0
"5385",2378,39,"F",1,76,10.5691093620313,0,1,"Rent",80024,"5/1/2016","Sunday","Highway",6,0,93,"Phone",0,0,1,"Large",9.61587214452889,"white",9.34680045616881,0
"12976",15089,60,"F",1,84,11.3476851889067,0,0,"Own",50039,"9/28/2016","Wednesday","Local",5,0,53,"Online",1,8.87070935164658,6,"Large",9.61587214452889,"silver",10.4308215065908,0
"12093",3971,43,"M",1,72,11.5587397771095,1,1,"Own",80047,"10/23/2015","Friday","Local",0,0,10,"Broker",0,8.09525107998927,1,"Large",10.5169866033525,"red",10.3956694589443,0
"3666",16178,54,"M",1,73,10.9391067918763,0,1,"Rent",20152,"9/1/2016","Thursday","Parking Lot",8,0,24,"Phone",1,0,1,"Compact",9.61587214452889,"gray",9.05589475797678,0
"6453",29745,43,"M",0,71,11.6611989076246,0,1,"Rent",15001,"3/10/2016","Thursday","Local",38,1,1,"Broker",1,0,1,"Medium",9.61587214452889,"black",10.7566872925898,0
"14917",17433,31,"M",1,52,11.3950874278013,1,1,"Rent",20110,"1/8/2016","Friday","Local",0,1,99,"Online",0,0,2,"Compact",9.61587214452889,"black",9.96346391062797,0
"15660",1608,53,"M",0,44,11.3383696763913,0,1,"Own",80034,"10/18/2016","Tuesday","Local",6,1,100,"Broker",1,8.58906165774775,1,"Large",9.61587214452889,"other",9.57502992823562,0
"5003",21491,37,"M",1,80,11.2664109273328,1,0,"Own",80017,"1/29/2016","Friday","Local",5,0,58,"Phone",0,8.74302273222879,1,"Compact",9.61587214452889,"blue",10.1150657817926,0
"6826",3575,48,"F",1,70,11.3463394525623,1,0,"Own",15035,"2/2/2015","Monday","Highway",15,0,98,"Phone",1,0,3,"Compact",10.5124951525071,"black",10.2578039049333,0
"11017",10065,50,"M",1,76,10.6036103468325,1,1,"Own",85043,"3/10/2016","Thursday","Parking Lot",0,0,0,"Broker",1,3.98787231771158,1,"Compact",11.2095444331804,"red",10.384549884241,0
"5283",10335,47,"M",1,90,11.5506161620919,1,1,"Rent",80023,"11/16/2015","Monday","Local",0,0,20,"Phone",1,0,1,"Large",9.61587214452889,"red",9.77000234227376,0
"4274",3977,56,"M",0,98,10.3174167390564,0,0,"Own",20163,"4/28/2015","Tuesday","Highway",0,0,3,"Online",1,8.30810785865306,1,"Large",9.69564331024212,"gray",9.93598894053999,0
"13114",23074,35,"F",1,66,10.5543272607998,1,1,"Rent",20103,"3/25/2015","Wednesday","Parking Lot",2,0,58,"Broker",0,0,1,"Compact",10.9817034364275,"white",9.61960114675222,0
"7571",7087,53,"M",1,80,11.2943589231491,1,0,"Own",50001,"9/10/2015","Thursday","Highway",14,0,0,"Broker",1,0,7,"Medium",10.6892384756673,"other",10.1242716216602,0
"1423",9469,23,"F",0,84,11.140338885428,0,0,"Rent",50029,"8/23/2015","Sunday","Local",2,0,27,"Broker",1,0,5,"Large",9.61587214452889,"blue",10.1428049082591,0
"17131",13585,29,"F",1,80,11.4936101189332,1,0,"Rent",15012,"4/10/2016","Sunday","Parking Lot",1,1,5,"Online",1,8.96834014581167,6,"Medium",9.61587214452889,"white",9.26610798465597,0
"7094",1833,36,"F",1,99,11.6554488085565,1,0,"Own",20122,"1/27/2016","Wednesday","Parking Lot",3,0,97,"Phone",1,8.33396962793654,1,"Medium",10.3293075470192,"gray",10.5036111033176,0
"783",21064,49,"M",1,87,11.4493038566729,0,1,"Own",50047,"1/14/2015","Wednesday","Highway",0,1,40,"Broker",1,8.30117420004432,1,"Medium",11.2911276761787,"white",10.0210611813795,0
"12399",22845,46,"M",1,47,11.3503006475136,1,0,"Rent",20104,"7/4/2016","Monday","Highway",0,0,50,"Broker",0,0,1,"Large",10.6447202659961,"red",9.70341547914181,0
"4929",3910,42,"F",0,84,11.0670289110677,1,1,"Own",50054,"11/6/2016","Sunday","Highway",0,0,15,"Broker",0,5.96468413157301,1,"Compact",10.9848886017854,"other",10.0240633678615,0
"10229",8321,51,"M",1,79,11.4019827310162,0,0,"Own",80011,"12/14/2015","Monday","Parking Lot",20,0,1,"Phone",1,0,1,"Large",10.2004069808261,"silver",10.0015021588982,0
"13345",2101,30,"M",1,54,11.5796116781653,1,1,"Own",80045,"7/14/2016","Thursday","Local",9,1,54,"Phone",1,0,1,"Large",9.61587214452889,"gray",9.15923856030728,0
"1660",19330,45,"M",1,83,10.5621468026374,1,1,"Own",50020,"4/14/2015","Tuesday","Parking Lot",18,0,66,"Broker",0,9.24304470727425,9,"Large",9.61587214452889,"white",10.1872916376808,0
"11172",9727,52,"F",1,33,10.8119073900297,0,0,"Own",50027,"3/16/2016","Wednesday","Local",15,1,1,"Broker",1,7.89908297993015,6,"Large",9.61587214452889,"red",9.86770718233058,0
"13044",29165,26,"M",1,79,11.4346071030909,1,1,"Rent",80106,"8/20/2015","Thursday","Parking Lot",0,1,96,"Online",1,0,1,"Compact",11.3540925684191,"other",9.14886364749837,0
"4965",22233,41,"F",1,64,11.4159739388938,0,0,"Rent",15054,"8/11/2016","Thursday","Local",11,1,4,"Broker",0,0,7,"Medium",10.1253377776902,"black",9.28972451853825,0
"1749",29991,56,"M",1,65,11.0836644670956,0,1,"Own",80025,"1/10/2015","Saturday","Local",0,1,2,"Broker",1,8.78648723555474,1,"Compact",10.0474186010875,"black",8.50597037817665,0
"13123",7619,46,"M",0,71,11.4652571712687,1,1,"Rent",85017,"4/25/2016","Monday","Parking Lot",0,0,12,"Broker",1,7.64385178967851,1,"Medium",11.338376485705,"other",10.4793481987875,0
"2589",25898,56,"M",1,59,11.6471328790408,1,0,"Own",15012,"4/28/2016","Thursday","Local",12,0,50,"Broker",0,0,14,"Large",9.61587214452889,"other",10.3310438244316,0
"13412",21273,45,"M",1,69,10.8514707311428,1,1,"Own",80003,"2/26/2016","Friday","Local",8,0,95,"Broker",1,8.13012089374992,1,"Compact",10.4515885817116,"black",10.4406664114416,0
"8624",22138,44,"F",0,88,10.5045468560933,1,0,"Own",85035,"1/18/2015","Sunday","Local",0,0,23,"Phone",0,7.51496323486443,1,"Medium",11.0903776745479,"gray",9.92936220770224,0
"17192",10637,36,"F",0,55,11.0638375687787,0,1,"Rent",15044,"3/27/2015","Friday","Local",0,0,85,"Broker",0,0,2,"Medium",11.0203109931947,"black",10.1564257124621,0
"11110",17242,27,"F",1,76,10.6444482300051,1,0,"Rent",15021,"2/16/2016","Tuesday","Local",0,1,42,"Online",1,7.7141954299256,1,"Medium",9.94214974202127,"red",10.7447941473669,0
"10509",25800,45,"F",0,88,10.947379629004,1,1,"Rent",50006,"6/17/2015","Wednesday","Local",0,0,96,"Phone",0,0,1,"Medium",10.6730738208749,"blue",10.2274870027794,0
"3746",22188,30,"F",1,68,11.3713388589083,1,1,"Own",50047,"12/6/2016","Tuesday","Parking Lot",3,0,27,"Phone",1,0,1,"Medium",9.61587214452889,"white",10.3697866779477,0
"10941",13854,41,"M",1,90,10.5279275350863,0,0,"Own",15001,"3/24/2016","Thursday","Parking Lot",12,0,100,"Phone",1,8.53695856311647,6,"Medium",9.61587214452889,"blue",9.3994702056002,0
"4562",9233,50,"F",1,64,11.2469526976806,1,0,"Own",50041,"3/6/2015","Friday","Parking Lot",6,0,8,"Phone",0,8.34670612991634,1,"Compact",9.61587214452889,"black",9.9088748126565,0
"1413",21627,31,"F",1,29,11.1248483064633,1,1,"Own",15035,"8/17/2016","Wednesday","Highway",0,1,90,"Phone",1,7.99552904246925,1,"Large",9.61587214452889,"white",10.6065730428374,0
"14359",17902,51,"M",0,47,10.3610706149064,1,0,"Own",15055,"5/22/2016","Sunday","Parking Lot",0,0,51,"Broker",1,8.42587144721765,1,"Medium",10.4270550490628,"other",10.608628012342,0
"14918",23430,45,"M",1,82,10.9406321557762,1,0,"Rent",85040,"11/14/2016","Monday","Local",0,0,77,"Broker",1,0,1,"Large",10.8723459471119,"white",9.69667411796822,0
"8931",29277,26,"F",0,66,11.3643558486608,1,0,"Rent",50039,"5/9/2016","Monday","Local",0,0,29,"Online",0,0,1,"Compact",11.0991128646522,"blue",10.0809382760584,0
"9399",22817,45,"F",0,42,11.5120350686851,0,1,"Own",20135,"3/25/2016","Friday","Local",0,0,9,"Phone",1,0,1,"Compact",9.61587214452889,"black",9.52245725452183,0
"15549",26290,35,"M",1,59,11.2529752842563,1,1,"Own",50059,"10/28/2015","Wednesday","Parking Lot",3,0,97,"Broker",1,7.60223656922188,1,"Medium",10.3583516481018,"other",9.46360430606849,0
"931",22348,33,"F",0,76,10.5094142433348,1,0,"Own",15021,"10/23/2015","Friday","Parking Lot",0,0,44,"Broker",1,8.40735600373133,7,"Large",10.788429030675,"blue",10.4052493630691,0
"5384",848,54,"F",1,62,11.6594816653174,1,1,"Rent",85024,"5/19/2016","Thursday","Highway",2,0,12,"Broker",1,0,7,"Compact",9.61587214452889,"white",10.4803896299338,0
"2675",19235,51,"M",1,88,11.6553707604528,1,1,"Own",50027,"7/6/2015","Monday","Parking Lot",0,0,96,"Online",1,0,6,"Compact",10.2631874094392,"other",9.73177189542551,0
"16948",6043,40,"F",1,98,11.7071097143067,1,0,"Own",80019,"11/8/2016","Tuesday","Highway",0,1,100,"Broker",0,8.74384099565795,9,"Compact",9.61587214452889,"silver",10.2968553388881,0
"13810",27846,74,"F",1,82,11.6871896481364,0,1,"Own",15022,"1/4/2016","Monday","Local",0,1,41,"Broker",0,0,1,"Compact",11.2063849962121,"other",9.99147689803363,0
"4101",10927,40,"F",1,68,10.4053531549306,0,1,"Own",85041,"6/18/2016","Saturday","Local",1,0,50,"Phone",1,7.19391118743787,1,"Compact",10.8703533051704,"gray",10.7378128394115,0
"2626",20032,51,"F",1,82,11.4459947514874,0,1,"Rent",15009,"10/8/2016","Saturday","Local",0,1,66,"Phone",0,0,1,"Large",9.61587214452889,"gray",9.63039772157095,0
"4905",13413,51,"M",0,98,11.2696047162172,0,1,"Own",85071,"3/28/2015","Saturday","Parking Lot",0,0,0,"Broker",1,0,1,"Large",10.3468184579766,"silver",9.89751573266203,0
"16572",5288,33,"M",1,89,10.7367444410807,1,1,"Own",85048,"5/25/2015","Monday","Local",7,0,65,"Broker",0,0,8,"Large",9.61587214452889,"blue",10.4175956124095,0
"2027",5490,47,"M",0,59,10.9071112763429,0,1,"Own",15003,"4/2/2015","Thursday","Parking Lot",0,0,88,"Broker",0,0,1,"Medium",9.61587214452889,"white",9.29303765529786,0
"14771",18632,37,"M",1,54,11.3839664601728,1,0,"Rent",80012,"10/7/2016","Friday","Local",0,0,13,"Broker",1,0,2,"Large",11.1876892913012,"black",10.5196776469921,0
"16511",5985,29,"M",1,91,10.5270166662152,1,0,"Rent",50021,"11/16/2015","Monday","Local",0,0,41,"Online",0,8.86971733268033,3,"Compact",10.5674795533719,"red",10.3117057311322,0
"1987",6403,49,"M",1,93,11.5600094124747,1,1,"Rent",50027,"4/8/2015","Wednesday","Local",0,0,85,"Phone",1,0,1,"Large",9.61587214452889,"other",8.16994052889467,0
"15096",8854,42,"F",1,78,10.8494147535386,1,0,"Own",80025,"3/7/2015","Saturday","Local",0,1,50,"Phone",0,7.18389347656365,1,"Compact",9.61587214452889,"red",10.3141666421875,0
"11678",6687,69,"F",1,73,11.5552375487558,1,1,"Own",50011,"11/1/2015","Sunday","Local",0,0,5,"Phone",1,0,1,"Large",9.61587214452889,"red",10.6415397794835,0
"11701",11461,40,"F",1,83,11.6528526110898,1,1,"Rent",15001,"12/17/2016","Saturday","Parking Lot",5,0,6,"Phone",0,0,12,"Large",9.61587214452889,"silver",9.61835210002677,0
"1515",10433,48,"M",1,88,10.6986948082872,1,1,"Own",85006,"7/8/2015","Wednesday","Highway",0,1,99,"Phone",0,0,1,"Large",11.3520028983265,"red",9.65388024586503,0
"8899",7130,46,"M",1,80,11.0736760396935,1,1,"Own",50058,"10/9/2016","Sunday","Parking Lot",3,0,7,"Phone",0,0,3,"Compact",11.4413165934071,"blue",9.56419502523129,0
"9223",7211,60,"M",0,84,11.0618613455439,1,1,"Own",50044,"10/5/2015","Monday","Local",0,0,49,"Phone",0,0,1,"Medium",9.61587214452889,"other",10.52453497156,0
"17700",17413,54,"M",1,77,11.4082869108577,1,1,"Own",50012,"6/26/2015","Friday","Parking Lot",7,0,50,"Phone",0,8.99602151822763,4,"Compact",10.4684180850456,"gray",10.1554488148526,0
"12553",11511,43,"M",1,72,11.2032567820663,1,0,"Rent",20132,"6/21/2016","Tuesday","Local",0,0,9,"Broker",1,0,2,"Large",11.045183339765,"other",10.0864395872038,0
"10870",9096,21,"M",1,82,11.7070767735178,0,0,"Rent",50054,"6/9/2016","Thursday","Highway",5,0,42,"Phone",1,0,1,"Large",11.0226912551046,"gray",9.94244592070305,0
"7591",2192,43,"F",1,82,11.6701514113144,1,0,"Own",20148,"2/8/2015","Sunday","Highway",13,0,50,"Online",1,0,1,"Medium",10.240069468209,"silver",8.99782303765659,0
"266",25990,54,"M",0,92,11.1064598565285,0,0,"Rent",50049,"1/5/2015","Monday","Parking Lot",1,0,35,"Phone",1,0,1,"Compact",11.026775306934,"red",9.12354097459002,0
"13602",18384,50,"M",0,73,11.7051230924344,0,1,"Rent",50034,"11/17/2016","Thursday","Highway",0,0,47,"Broker",1,0,1,"Large",9.61587214452889,"blue",9.5462062405077,0
"13462",27012,30,"M",0,75,11.3385720778255,1,0,"Own",80005,"12/23/2015","Wednesday","Highway",7,0,100,"Broker",0,7.57496907751558,4,"Medium",9.61587214452889,"other",10.3553104403924,0
"4228",23638,50,"F",0,73,10.8256410646787,1,1,"Rent",50039,"11/26/2015","Thursday","Highway",0,1,44,"Online",0,0,8,"Compact",11.1157599252681,"blue",8.58473999531792,0
"6222",5155,33,"F",1,68,11.259606171146,1,0,"Rent",85012,"11/3/2016","Thursday","Parking Lot",0,1,99,"Broker",1,0,1,"Medium",10.7280243635229,"blue",10.1948643132137,0
"13311",25537,39,"F",1,76,10.3899487598495,1,1,"Own",85001,"6/2/2015","Tuesday","Parking Lot",0,0,70,"Broker",0,0,4,"Medium",9.61587214452889,"other",9.03802179201591,0
"3406",12558,47,"M",1,85,10.8563801868548,0,0,"Own",85032,"7/11/2016","Monday","Local",3,1,66,"Broker",1,0,5,"Large",9.61587214452889,"silver",9.92534375069391,0
"9735",16929,25,"F",1,62,11.0056435548276,0,0,"Rent",20151,"8/9/2016","Tuesday","Parking Lot",5,0,92,"Online",1,0,10,"Large",11.0177972861539,"silver",9.1523548671437,0
"14344",3751,42,"F",1,86,11.5652901851761,1,1,"Rent",50039,"10/15/2016","Saturday","Parking Lot",0,1,46,"Phone",1,9.00095301881755,1,"Large",10.7741050394937,"white",9.48035808319062,0
"3529",17743,54,"M",1,32,10.8158907376831,0,1,"Rent",15009,"5/29/2015","Friday","Parking Lot",0,0,8,"Phone",1,0,1,"Large",9.61587214452889,"silver",10.3910733969508,0
"875",4788,63,"F",1,64,10.7250059599358,0,0,"Own",80022,"3/1/2015","Sunday","Parking Lot",0,1,97,"Broker",1,8.35683897605679,1,"Medium",9.61587214452889,"blue",9.61316272641841,0
"11339",5984,40,"M",1,83,11.6657667164417,0,1,"Own",85033,"11/17/2015","Tuesday","Highway",0,1,82,"Online",0,0,2,"Medium",10.0584426376444,"other",10.6064424042689,0
"11878",23454,50,"M",1,88,11.2778105418748,1,1,"Rent",15010,"1/31/2016","Sunday","Local",2,0,17,"Broker",0,8.87901427125443,1,"Large",9.61587214452889,"other",9.91676284709069,0
"8541",24828,45,"M",1,73,11.7330404347577,1,1,"Own",85021,"3/5/2016","Saturday","Local",0,1,2,"Broker",1,8.48970688008101,3,"Medium",11.1529367818558,"red",9.78476237576665,0
"5737",4076,37,"M",1,61,10.6664639214392,1,0,"Rent",80042,"11/23/2016","Wednesday","Local",0,0,56,"Phone",1,0,1,"Medium",10.7174129321621,"blue",10.3594819998257,0
"4199",7898,47,"F",1,83,11.4805985349958,1,1,"Own",20149,"6/23/2016","Thursday","Parking Lot",3,1,93,"Broker",0,0,2,"Medium",10.4376350140344,"white",10.1299277244207,0
"11492",2932,32,"M",1,79,11.2191850779345,1,0,"Own",20129,"3/6/2015","Friday","Parking Lot",8,0,50,"Broker",0,0,1,"Medium",9.61587214452889,"white",9.44065175132307,0
"2525",25545,46,"M",1,93,11.5887933161994,0,0,"Own",20135,"10/22/2015","Thursday","Parking Lot",6,1,87,"Broker",0,9.42409760934978,1,"Medium",9.6438064053777,"other",9.92812905455208,0
"8805",28219,44,"M",1,75,11.386318613704,0,1,"Rent",50005,"5/12/2015","Tuesday","Highway",2,0,30,"Broker",1,0,1,"Medium",10.6334170793636,"silver",10.2625139863043,0
"2773",22028,60,"M",0,63,11.3371186411455,0,0,"Own",15049,"6/9/2016","Thursday","Parking Lot",0,0,14,"Broker",0,7.65495968076236,1,"Compact",11.1186369158764,"silver",10.6908216404479,0
"242",7102,51,"F",1,29,11.6604571446097,1,1,"Own",20152,"4/13/2015","Monday","Local",0,0,100,"Broker",1,9.36367843600635,12,"Compact",9.61587214452889,"other",10.1739827683512,0
"13595",20537,35,"M",1,82,11.3168497519436,0,1,"Own",80022,"3/15/2015","Sunday","Highway",5,1,48,"Broker",0,0,5,"Compact",9.61587214452889,"white",9.04253853055806,0
"5541",19294,57,"F",1,56,11.7236319961808,1,1,"Own",85014,"8/29/2016","Monday","Local",0,0,100,"Online",0,0,1,"Medium",9.61587214452889,"gray",9.45355434766691,0
"113",6544,28,"F",0,67,10.6804242588258,0,0,"Rent",85073,"9/18/2016","Sunday","Local",0,0,31,"Online",1,7.32691945820581,1,"Compact",10.0751018613474,"gray",9.50284364523948,0
"2534",18424,24,"M",1,81,10.7149065381741,0,0,"Rent",80026,"6/30/2015","Tuesday","Local",0,0,61,"Phone",1,9.12991092286115,8,"Medium",9.61587214452889,"black",9.82110566436188,0
"5130",16327,47,"M",1,64,11.3494060351389,1,0,"Rent",85055,"1/29/2015","Thursday","Local",0,1,68,"Phone",1,8.66341595678407,1,"Compact",11.2590287536011,"silver",10.3966089509937,0
"12229",3522,67,"M",1,74,11.5436583350059,1,0,"Rent",15059,"12/11/2016","Sunday","Local",0,0,12,"Broker",0,7.72839817405226,3,"Medium",9.61587214452889,"gray",10.359476847828,0
